1,61,1,878542420
1,189,0,888732928
1,33,1,878542699
1,160,1,875072547
1,20,1,887431883
1,202,1,875072442
1,171,1,889751711
1,265,1,878542441
1,155,-1,878542201
1,117,0,874965739
1,47,1,875072125
1,222,1,878873388
1,253,1,874965970
1,113,1,878542738
1,227,1,876892946
1,17,0,875073198
1,90,1,878542300
1,64,1,875072404
1,92,0,876892425
1,228,1,878543541
1,266,-1,885345728
1,121,1,875071823
1,114,1,875072173
1,132,1,878542889
1,74,-1,889751736
1,134,1,875073067
1,98,1,875072404
1,186,1,875073128
1,221,1,887431921
1,84,1,875072923
1,31,0,875072144
1,70,0,875072895
1,60,1,875072370
1,177,1,876892701
1,27,-1,876892946
1,260,-1,875071713
1,145,-1,875073067
1,174,1,875073198
1,159,0,875073180
1,82,1,878542589
1,56,1,875072716
1,272,0,887431647
1,80,1,876893008
1,229,1,878542075
1,140,-1,878543133
1,225,-1,878542738
1,235,1,875071589
1,120,-1,875241637
1,125,0,878542960
1,215,0,876893145
1,6,1,887431973
1,104,-1,875241619
1,49,0,878542478
1,206,1,876893205
1,76,1,878543176
1,72,1,878542678
1,185,1,875072631
1,96,1,875072716
1,213,-1,876892896
1,233,-1,878542552
1,258,1,878873389
1,81,1,875072865
1,78,-1,878543176
1,212,1,875072895
1,143,-1,875072631
1,151,1,875072865
1,51,1,878543275
1,175,1,875072547
1,107,1,875241619
1,218,0,876892856
1,209,1,888732908
1,259,-1,875692979
1,108,1,875240920
1,262,0,875071421
1,12,1,878542960
1,14,1,874965706
1,97,0,875073128
1,44,1,878543541
1,53,0,876893206
1,163,1,875072442
1,210,1,878542909
1,184,1,875072956
1,157,1,876892918
1,201,0,878542960
1,150,1,876892196
1,183,1,875072262
1,248,1,874965954
1,208,1,878542960
1,128,1,875072573
1,242,1,889751633
1,148,-1,875240799
1,112,-1,878542441
1,193,1,876892654
1,264,-1,875071713
1,219,-1,878542327
1,232,0,878543196
1,236,1,875071898
1,252,-1,875240677
1,200,0,876893098
1,180,0,875072573
1,250,1,874965706
1,85,0,875073180
1,91,1,876892636
1,10,0,875693118
1,254,-1,878541392
1,129,1,887431908
1,241,1,878543133
1,130,0,875072002
1,255,-1,885345822
1,103,-1,878542845
1,118,0,875071927
1,54,0,878543308
1,267,1,875692955
1,24,0,875071713
1,86,1,878543541
1,196,1,874965677
1,39,1,875072173
1,164,0,876893171
1,230,1,878542420
1,36,-1,875073180
1,23,1,875072895
1,224,1,875071484
1,73,0,876892774
1,67,0,876893054
1,65,1,875072125
1,190,1,875072125
1,100,1,878543541
1,226,0,878543176
1,243,-1,875241390
1,154,1,878543541
1,214,1,875072520
1,161,1,875072303
1,62,0,878542282
1,188,0,875073128
1,102,-1,889751736
1,69,0,875072262
1,170,1,876892856
1,38,0,878543075
1,9,1,878543541
1,246,1,874965905
1,22,1,875072404
1,21,-1,878542772
1,179,0,875072370
1,187,1,874965678
1,135,1,875072404
1,68,1,875072688
1,146,1,875071561
1,176,1,876892468
1,166,1,874965677
1,138,-1,878543006
1,247,-1,875241619
1,89,1,875072484
1,2,0,876893171
1,30,0,878542515
1,63,-1,878543196
1,249,1,874965970
1,269,1,877482427
1,32,1,888732909
1,141,0,878542608
1,211,0,878541970
1,40,0,876893230
1,270,1,888732827
1,133,1,876892818
1,239,1,878542845
1,194,1,876892743
1,256,1,889751712
1,220,0,875241390
1,93,1,875071484
1,8,-1,875072484
1,205,0,878542909
1,234,1,876892355
1,105,-1,875240739
1,147,0,875240993
1,99,0,875072547
1,1,1,874965758
1,197,1,875072956
1,173,1,878541803
1,75,1,878543238
1,268,1,875692927
1,34,-1,878542869
1,144,1,875073180
1,271,-1,887431672
1,119,1,876893098
1,26,0,875072442
1,158,0,878542699
1,37,-1,878543030
1,181,1,874965739
1,136,0,876893206
1,257,1,874965954
1,237,-1,875071749
1,131,-1,878542552
1,109,1,874965739
1,182,1,875072520
1,71,0,876892425
1,223,1,876892918
1,46,1,876893230
1,169,1,878543541
1,41,-1,876892818
1,162,1,878542420
1,110,-1,878542845
1,66,1,878543030
1,77,1,876893205
1,199,1,875072262
1,57,1,878542459
1,50,1,874965954
1,192,1,875072547
1,178,1,878543541
1,5,0,889751712
1,87,1,878543541
1,238,1,875072235
1,156,1,874965556
1,106,1,875241390
1,167,-1,878542383
1,115,1,878541637
1,11,-1,875072262
1,245,-1,875071713
1,35,-1,878542420
1,137,1,875071541
1,127,1,874965706
1,16,1,878543541
1,79,1,875072865
1,261,-1,875692992
1,45,1,875241687
1,48,1,875072520
1,25,1,875071805
1,251,1,875071843
1,195,1,876892855
1,153,0,876893230
1,101,-1,878542845
1,168,1,874965478
1,123,1,875071541
1,191,1,875072956
1,4,0,876893119
1,263,-1,875693007
1,203,1,878542231
1,55,1,875072688
1,42,1,876892425
1,139,0,878543216
1,240,0,875071898
1,7,1,875071561
1,149,-1,878542791
1,43,1,878542869
1,165,1,874965518
1,116,0,878542960
1,198,1,878542717
1,124,1,875071484
1,95,1,875072303
1,217,0,876892676
1,58,1,878542960
1,142,-1,878543238
1,216,1,876892701
1,126,-1,875071713
1,83,0,875072370
1,231,-1,876893031
1,204,1,875072688
1,3,1,878542960
1,207,1,875073067
1,244,-1,887431973
1,19,1,875071515
1,29,-1,878542869
1,18,1,887432020
1,59,1,876892817
1,15,1,875071608
1,111,1,889751711
1,52,1,875072205
1,88,1,878542791
1,13,1,875071805
1,28,1,875072173
1,172,1,874965478
1,122,0,875241498
1,152,1,878542589
1,94,-1,875072956
2,292,1,888550774
2,251,1,888552084
2,50,1,888552084
2,314,-1,888980085
2,297,1,888550871
2,290,0,888551441
2,312,0,888550631
2,281,0,888980240
2,13,1,888551922
2,280,0,888551441
2,303,1,888550774
2,308,0,888979945
2,307,0,888550066
2,257,1,888551062
2,316,1,888979693
2,315,-1,888550774
2,301,1,888550631
2,313,1,888552084
2,279,1,888551745
2,299,1,888550774
2,298,0,888551441
2,19,0,888550871
2,277,1,888551174
2,282,1,888551922
2,111,1,888551853
2,258,0,888549961
2,295,1,888551164
2,242,1,888552084
2,283,1,888552084
2,276,1,888551552
2,1,1,888550871
2,305,0,888550065
2,14,1,888551853
2,287,0,888551235
2,291,0,888551647
2,293,1,888550939
2,294,-1,888551648
2,310,1,888979061
2,309,-1,888980029
2,306,1,888550774
2,25,1,888551648
2,273,1,888551647
2,10,-1,888551853
2,311,1,888552084
2,269,1,888550774
2,255,1,888551341
2,284,1,888552017
2,274,0,888551497
2,237,1,888552017
2,300,1,888979197
2,100,1,888552084
2,127,1,888552084
2,285,1,888552084
2,289,0,888979353
2,304,1,888979197
2,272,1,888979061
2,278,0,888551647
2,288,0,888550252
2,286,1,888549960
2,275,1,888550939
2,302,1,888552084
2,296,0,888550871
3,335,-1,889237269
3,245,-1,889237247
3,337,-1,889236983
3,343,0,889237122
3,323,-1,889237269
3,331,1,889237455
3,294,-1,889237224
3,332,-1,889237224
3,328,1,889237455
3,334,0,889237122
3,350,0,889237076
3,341,-1,889237055
3,318,1,889237482
3,300,-1,889236939
3,345,0,889237004
3,299,0,889237199
3,324,-1,889237247
3,348,1,889237455
3,351,0,889237315
3,330,-1,889237297
3,327,1,889237455
3,307,0,889237224
3,272,-1,889237055
3,354,0,889237004
3,264,-1,889237297
3,349,0,889237269
3,321,1,889237455
3,260,1,889237455
3,268,0,889236961
3,288,-1,889237026
3,355,0,889237247
3,320,1,889237482
3,258,-1,889237026
3,339,0,889237141
3,342,1,889237174
3,303,0,889236983
3,329,1,889237455
3,317,-1,889237482
3,181,1,889237482
3,338,-1,889237297
3,302,-1,889236939
3,322,0,889237269
3,352,-1,889237055
3,271,0,889237224
3,333,-1,889236939
3,344,1,889236939
3,326,-1,889237224
3,319,-1,889237026
3,325,-1,889237297
3,347,1,889237455
3,336,-1,889237198
3,353,-1,889237122
3,340,1,889237455
3,346,1,889237455
4,264,0,892004275
4,303,1,892002352
4,361,1,892002353
4,357,1,892003525
4,260,1,892004275
4,356,0,892003459
4,294,1,892004409
4,288,1,892001445
4,50,1,892003526
4,354,1,892002353
4,271,1,892001690
4,300,1,892001445
4,328,0,892001537
4,258,1,892001374
4,210,0,892003374
